COMMENT,ORIGINATOR,NORAD_CAT_ID,OBJECT_NAME,OBJECT_TYPE,CLASSIFICATION_TYPE,INTLDES,EPOCH,EPOCH_MICROSECONDS,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT,FILE,TLE_LINE0,TLE_LINE1,TLE_LINE2,OBJECT_ID,OBJECT_NUMBER,SEMIMAJOR_AXIS,PERIOD,APOGEE,PERIGEE,DECAYED
GENERATED VIA SPACETRACK.ORG API,18 SPCS,38704,TITAN 3C TRANSTAGE DEB,DEBRIS,U,68081AE,2024-03-25 23:44:15,81216,1.02198964,0.0210218,2.2359,62.3401,214.7121,144.4212,0,999,6769,0,-0.00000205,0,4246985,0 TITAN 3C TRANSTAGE DEB,1 38704U 68081AE  24085.98906344 -.00000205  00000-0  00000-0 0  9995,2 38704   2.2359  62.3401 0210218 214.7121 144.4212  1.02198964 67699,1968-081AE,38704,41632.981,1409.016,36130.047,34379.646,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,38704,TITAN 3C TRANSTAGE DEB,DEBRIS,U,68081AE,2024-03-25 23:44:14,231040,1.0219896,0.0210222,2.236,62.3364,214.7152,144.418,0,999,6771,0,-0.00000206,0,4246179,0 TITAN 3C TRANSTAGE DEB,1 38704U 68081AE  24085.98905360 -.00000206  00000-0  00000+0 0  9992,2 38704   2.2360  62.3364 0210222 214.7152 144.4180  1.02198960 67711,1968-081AE,38704,41632.982,1409.016,36130.064,34379.631,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,44307,YAMAL 601,PAYLOAD,U,19031A,2024-03-25 23:30:30,960000,1.00272352,0.0002337,0.0104,186.2918,175.0259,224.2097,0,999,1775,0,0.00000124,0,4245925,0 YAMAL 601,1 44307U 19031A   24085.97952500  .00000124  00000-0  00000+0 0  9994,2 44307   0.0104 186.2918 0002337 175.0259 224.2097  1.00272352 17752,2019-031A,44307,42164.573,1436.089,35796.292,35776.584,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,41384,IRNSS 1F,PAYLOAD,U,16015A,2024-03-25 23:11:04,473600,1.00276464,0.0019306,3.3741,120.9737,191.901,251.3051,0,999,2951,0,0.00000166,0,4245511,0 IRNSS 1F,1 41384U 16015A   24085.96602400  .00000166  00000-0  00000-0 0  9992,2 41384   3.3741 120.9737 0019306 191.9010 251.3051  1.00276464 29513,2016-015A,41384,42163.420,1436.030,35866.686,35703.885,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,29055,ASTRA 1KR,PAYLOAD,U,06012A,2024-03-25 21:29:01,112928,1.00273675,0.0002231,0.0264,276.6794,33.2689,215.3029,0,999,6559,0,0.00000124,0,4245101,0 ASTRA 1KR,1 29055U 06012A   24085.89515177  .00000124  00000-0  00000+0 0  9998,2 29055   0.0264 276.6794 0002231  33.2689 215.3029  1.00273675 65593,2006-012A,29055,42164.202,1436.070,35795.474,35776.660,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,29055,ASTRA 1KR,PAYLOAD,U,06012A,2024-03-25 21:29:01,112928,1.00273675,0.0002231,0.0264,276.6794,33.2689,215.3029,0,999,3756,0,0.00000124,0,4245511,0 ASTRA 1KR,1 29055U 06012A   24085.89515177  .00000124  00000-0  00000-0 0  9999,2 29055   0.0264 276.6794 0002231  33.2689 215.3029  1.00273675 37569,2006-012A,29055,42164.202,1436.070,35795.474,35776.660,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,20253,FLTSATCOM 8 (USA 46),PAYLOAD,U,89077A,2024-03-25 20:35:10,109760,1.0026346,0.0006685,12.6606,356.067,1.1992,260.9113,0,999,25246,0,-0.00000361,0,4245511,0 FLTSATCOM 8 (USA 46),1 20253U 89077A   24085.85775590 -.00000361  00000-0  00000-0 0  9999,2 20253  12.6606 356.0670 0006685   1.1992 260.9113  1.00263460252462,1989-077A,20253,42167.066,1436.216,35817.120,35760.742,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,41384,IRNSS 1F,PAYLOAD,U,16015A,2024-03-25 20:34:51,417984,1.00276411,0.0019308,3.3738,120.978,191.8894,212.1492,0,999,2950,0,0.00000166,0,4245118,0 IRNSS 1F,1 41384U 16015A   24085.85753956  .00000166  00000-0  00000+0 0  9992,2 41384   3.3738 120.9780 0019308 191.8894 212.1492  1.00276411 29503,2016-015A,41384,42163.435,1436.031,35866.709,35703.891,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,22787,UFO 2 (USA 95),PAYLOAD,U,93056A,2024-03-25 20:31:15,317760,1.00271225,0.0005055,11.6336,7.7939,20.3146,132.1556,0,999,11050,0,0.00000132,0,4244903,0 UFO 2 (USA 95),1 22787U 93056A   24085.85503840  .00000132  00000-0  00000+0 0  9996,2 22787  11.6336   7.7939 0005055  20.3146 132.1556  1.00271225110504,1993-056A,22787,42164.889,1436.105,35808.068,35765.440,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,22787,UFO 2 (USA 95),PAYLOAD,U,93056A,2024-03-25 20:31:15,317760,1.00271225,0.0005055,11.6336,7.7939,20.3146,132.1556,0,999,11039,0,0.00000132,0,4245511,0 UFO 2 (USA 95),1 22787U 93056A   24085.85503840  .00000132  00000-0  00000-0 0  9997,2 22787  11.6336   7.7939 0005055  20.3146 132.1556  1.00271225110391,1993-056A,22787,42164.889,1436.105,35808.068,35765.440,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,41469,IRNSS 1G,PAYLOAD,U,16027A,2024-03-25 20:27:06,644736,1.00266237,0.0005508,3.2539,122.2391,299.613,198.1291,0,999,2902,0,-0.00000329,0,4245511,0 IRNSS 1G,1 41469U 16027A   24085.85216024 -.00000329  00000-0  00000-0 0  9992,2 41469   3.2539 122.2391 0005508 299.6130 198.1291  1.00266237 29027,2016-027A,41469,42166.287,1436.176,35811.378,35764.927,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,44479,AMOS 17,PAYLOAD,U,19050A,2024-03-25 20:17:44,577312,1.00273962,0.0001669,0.021,116.4116,273.3964,115.3846,0,999,1702,0,0.00000113,0,4245359,0 AMOS 17,1 44479U 19050A   24085.84565483  .00000113  00000-0  00000+0 0  9999,2 44479   0.0210 116.4116 0001669 273.3964 115.3846  1.00273962 17027,2019-050A,44479,42164.122,1436.066,35793.024,35778.949,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,44457,COSMOS 2539,PAYLOAD,U,19048A,2024-03-25 20:11:24,988416,1.00271249,0.0000412,0.0187,128.7868,306.8761,62.9462,0,999,1706,0,0.00000085,0,4245818,0 COSMOS 2539,1 44457U 19048A   24085.84126144  .00000085  00000-0  00000+0 0  9997,2 44457   0.0187 128.7868 0000412 306.8761  62.9462  1.00271249 17069,2019-048A,44457,42164.882,1436.105,35788.484,35785.010,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,44457,COSMOS 2539,PAYLOAD,U,19048A,2024-03-25 20:11:24,988416,1.00271249,0.0000412,0.0187,128.7868,306.8761,62.9462,0,999,1707,0,0.00000085,0,4246985,0 COSMOS 2539,1 44457U 19048A   24085.84126144  .00000085  00000-0  00000-0 0  9998,2 44457   0.0187 128.7868 0000412 306.8761  62.9462  1.00271249 17070,2019-048A,44457,42164.882,1436.105,35788.484,35785.010,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,42749,ECHOSTAR 21,PAYLOAD,U,17032A,2024-03-25 20:08:55,455072,1.00274807,0.0002442,2.6838,318.1007,47.0482,131.1169,0,999,2495,0,0.00000067,0,4246985,0 ECHOSTAR 21,1 42749U 17032A   24085.83953073  .00000067  00000-0  00000-0 0  9999,2 42749   2.6838 318.1007 0002442  47.0482 131.1169  1.00274807 24953,2017-032A,42749,42163.885,1436.054,35796.046,35775.453,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,42915,TDRS 13,PAYLOAD,U,17047A,2024-03-25 20:02:47,35968,1.00272652,0.0014941,3.7111,342.8943,105.3731,24.678,0,999,2419,0,-0.00000099,0,4246985,0 TDRS 13,1 42915U 17047A   24085.83526662 -.00000099  00000-0  00000-0 0  9996,2 42915   3.7111 342.8943 0014941 105.3731  24.6780  1.00272652 24196,2017-047A,42915,42164.489,1436.084,35849.352,35723.356,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,8832,TITAN 3C TRANSTAGE DEB,DEBRIS,U,76023J,2024-03-25 19:46:07,42368,0.9825963,0.0137963,20.1508,52.9946,73.9679,285.6073,0,999,10960,0,-0.00000172,0,4246985,0 TITAN 3C TRANSTAGE DEB,1 08832U 76023J   24085.82369262 -.00000172  00000-0  00000-0 0  9997,2 08832  20.1508  52.9946 0137963  73.9679 285.6073  0.98259630109603,1976-023J,8832,42738.416,1465.505,36949.913,35770.649,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,33373,NIMIQ 4,PAYLOAD,U,08044A,2024-03-25 19:42:28,998144,1.00272991,0.0001999,0.0196,131.1347,224.2888,41.9324,0,999,5668,0,-0.00000216,0,4246416,0 NIMIQ 4,1 33373U 08044A   24085.82116896 -.00000216  00000-0  00000+0 0  9994,2 33373   0.0196 131.1347 0001999 224.2888  41.9324  1.00272991 56688,2008-044A,33373,42164.394,1436.080,35794.688,35777.830,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,33373,NIMIQ 4,PAYLOAD,U,08044A,2024-03-25 19:42:28,998144,1.00272991,0.0001999,0.0196,131.1347,224.2888,41.9324,0,999,5682,0,-0.00000216,0,4246985,0 NIMIQ 4,1 33373U 08044A   24085.82116896 -.00000216  00000-0  00000-0 0  9995,2 33373   0.0196 131.1347 0001999 224.2888  41.9324  1.00272991 56824,2008-044A,33373,42164.394,1436.080,35794.688,35777.830,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,22988,USA 99,PAYLOAD,U,94009A,2024-03-25 19:40:21,179712,1.00274914,0.000324,16.3803,36.32,319.1594,33.3644,0,999,2348,0,-0.00000188,0,4245621,0 USA 99,1 22988U 94009A   24085.81968958 -.00000188  00000-0  00000+0 0  9991,2 22988  16.3803  36.3200 0003240 319.1594  33.3644  1.00274914 23485,1994-009A,22988,42163.855,1436.052,35799.381,35772.059,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,43162,SBIRS GEO 3 (USA 282),PAYLOAD,U,18009A,2024-03-25 19:20:18,178080,1.00273104,0.000199,2.4627,332.6108,32.9826,308.8078,0,999,2268,0,0.0000013,0,4245531,0 SBIRS GEO 3 (USA 282),1 43162U 18009A   24085.80576595  .00000130  00000-0  00000+0 0  9991,2 43162   2.4627 332.6108 0001990  32.9826 308.8078  1.00273104 22681,2018-009A,43162,42164.362,1436.078,35794.618,35777.836,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,43162,SBIRS GEO 3 (USA 282),PAYLOAD,U,18009A,2024-03-25 19:20:18,178080,1.00273104,0.000199,2.4627,332.6108,32.9826,308.8078,0,999,2268,0,0.0000013,0,4246985,0 SBIRS GEO 3 (USA 282),1 43162U 18009A   24085.80576595  .00000130  00000-0  00000-0 0  9992,2 43162   2.4627 332.6108 0001990  32.9826 308.8078  1.00273104 22681,2018-009A,43162,42164.362,1436.078,35794.618,35777.836,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,25001,TITAN 3C TRANSTAGE DEB,DEBRIS,U,68081H,2024-03-25 19:19:02,991072,1.01692863,0.0070293,1.02,349.4218,39.0905,281.6676,0,999,11004,0,0.00000044,0,4246985,0 TITAN 3C TRANSTAGE DEB,1 25001U 68081H   24085.80489573  .00000044  00000-0  00000-0 0  9992,2 25001   1.0200 349.4218 0070293  39.0905 281.6676  1.01692863110049,1968-081H,25001,41770.999,1416.029,35686.485,35099.243,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,42749,ECHOSTAR 21,PAYLOAD,U,17032A,2024-03-25 18:25:54,839712,1.00274784,0.0002442,2.6839,318.0973,46.8356,105.5091,0,999,2496,0,0.00000066,0,4245672,0 ECHOSTAR 21,1 42749U 17032A   24085.76799583  .00000066  00000-0  00000+0 0  9993,2 42749   2.6839 318.0973 0002442  46.8356 105.5091  1.00274784 24966,2017-032A,42749,42163.891,1436.054,35796.053,35775.460,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,43454,TITAN 3C TRANSTAGE DEB,DEBRIS,U,69013M,2024-03-25 18:15:12,667392,1.02843661,0.0561371,1.4214,245.5368,213.9999,141.2398,0,999,2226,0,-0.00000051,0,4247157,0 TITAN 3C TRANSTAGE DEB,1 43454U 69013M   24085.76056328 -.00000051  00000-0  00000+0 0  9991,2 43454   1.4214 245.5368 0561371 213.9999 141.2398  1.02843661 22263,1969-013M,43454,41458.809,1400.184,37408.051,32753.297,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,43454,TITAN 3C TRANSTAGE DEB,DEBRIS,U,69013M,2024-03-25 18:15:12,667392,1.02843661,0.0561371,1.4214,245.5368,213.9999,141.2398,0,999,2226,0,-0.00000051,0,4247357,0 TITAN 3C TRANSTAGE DEB,1 43454U 69013M   24085.76056328 -.00000051  00000-0  00000-0 0  9992,2 43454   1.4214 245.5368 0561371 213.9999 141.2398  1.02843661 22263,1969-013M,43454,41458.809,1400.184,37408.051,32753.297,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,33436,ASTRA 1M,PAYLOAD,U,08057A,2024-03-25 17:46:01,514784,1.0027411,0.0002142,0.035,89.6348,327.4735,52.2622,0,999,5632,0,0.00000124,0,4244948,0 ASTRA 1M,1 33436U 08057A   24085.74029531  .00000124  00000-0  00000+0 0  9995,2 33436   0.0350  89.6348 0002142 327.4735  52.2622  1.00274110 56328,2008-057A,33436,42164.080,1436.064,35794.977,35776.914,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,33436,ASTRA 1M,PAYLOAD,U,08057A,2024-03-25 17:46:01,514784,1.0027411,0.0002142,0.035,89.6348,327.4735,52.2622,0,999,3758,0,0.00000124,0,4245511,0 ASTRA 1M,1 33436U 08057A   24085.74029531  .00000124  00000-0  00000-0 0  9996,2 33436   0.0350  89.6348 0002142 327.4735  52.2622  1.00274110 37585,2008-057A,33436,42164.080,1436.064,35794.977,35776.914,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,42915,TDRS 13,PAYLOAD,U,17047A,2024-03-25 14:53:22,961760,1.00272641,0.0014912,3.7113,342.8902,105.3676,307.1251,0,999,2422,0,-0.000001,0,4245291,0 TDRS 13,1 42915U 17047A   24085.62040465 -.00000100  00000-0  00000+0 0  9997,2 42915   3.7113 342.8902 0014912 105.3676 307.1251  1.00272641 24223,2017-047A,42915,42164.492,1436.085,35849.233,35723.481,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,42915,TDRS 13,PAYLOAD,U,17047A,2024-03-25 14:53:22,961760,1.00272641,0.0014912,3.7113,342.8902,105.3676,307.1251,0,999,2419,0,-0.000001,0,4245511,0 TDRS 13,1 42915U 17047A   24085.62040465 -.00000100  00000-0  00000-0 0  9998,2 42915   3.7113 342.8902 0014912 105.3676 307.1251  1.00272641 24199,2017-047A,42915,42164.492,1436.085,35849.233,35723.481,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,29162,EUTE 113 WEST A(SATMEX 6,PAYLOAD,U,06020A,2024-03-25 14:24:26,129952,1.0027797,0.0003288,0.2632,96.9992,276.2522,273.9077,0,999,6531,0,-0.00000038,0,4246985,0 EUTE 113 WEST A(SATMEX 6,1 29162U 06020A   24085.60030243 -.00000038  00000-0  00000-0 0  9997,2 29162   0.2632  96.9992 0003288 276.2522 273.9077  1.00277970 65319,2006-020A,29162,42162.998,1436.008,35798.726,35771.000,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,43162,SBIRS GEO 3 (USA 282),PAYLOAD,U,18009A,2024-03-25 14:11:01,623264,1.00272966,0.0001973,2.4626,332.6072,31.029,233.2332,0,999,2268,0,0.00000129,0,4245511,0 SBIRS GEO 3 (USA 282),1 43162U 18009A   24085.59099101  .00000129  00000-0  00000-0 0  9999,2 43162   2.4626 332.6072 0001973  31.0290 233.2332  1.00272966 22685,2018-009A,43162,42164.401,1436.080,35794.585,35777.947,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,25001,TITAN 3C TRANSTAGE DEB,DEBRIS,U,68081H,2024-03-25 14:09:31,398336,1.016928,0.0070278,1.0201,349.3983,39.102,202.988,0,999,11004,0,0.00000047,0,4245164,0 TITAN 3C TRANSTAGE DEB,1 25001U 68081H   24085.58994674  .00000047  00000-0  00000+0 0  9992,2 25001   1.0201 349.3983 0070278  39.1020 202.9880  1.01692800110044,1968-081H,25001,41771.016,1416.029,35686.439,35099.323,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,25001,TITAN 3C TRANSTAGE DEB,DEBRIS,U,68081H,2024-03-25 14:09:31,398336,1.016928,0.0070278,1.0201,349.3983,39.102,202.988,0,999,11004,0,0.00000047,0,4245511,0 TITAN 3C TRANSTAGE DEB,1 25001U 68081H   24085.58994674  .00000047  00000-0  00000-0 0  9993,2 25001   1.0201 349.3983 0070278  39.1020 202.9880  1.01692800110044,1968-081H,25001,41771.016,1416.029,35686.439,35099.323,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,28945,SPAINSAT,PAYLOAD,U,06007A,2024-03-25 13:45:53,102592,1.00271284,0.000278,0.0177,208.8114,149.8954,1.2827,0,999,6605,0,-0.00000213,0,4245926,0 SPAINSAT,1 28945U 06007A   24085.57353128 -.00000213  00000-0  00000+0 0  9990,2 28945   0.0177 208.8114 0002780 149.8954   1.2827  1.00271284 66058,2006-007A,28945,42164.872,1436.104,35798.459,35775.016,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,28945,SPAINSAT,PAYLOAD,U,06007A,2024-03-25 13:45:53,125056,1.00271284,0.000278,0.0175,208.4455,150.9263,0.618,0,999,6606,0,-0.00000213,0,4247357,0 SPAINSAT,1 28945U 06007A   24085.57353154 -.00000213  00000-0  00000-0 0  9990,2 28945   0.0175 208.4455 0002780 150.9263   0.6180  1.00271284 66062,2006-007A,28945,42164.872,1436.104,35798.459,35775.016,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,20253,FLTSATCOM 8 (USA 46),PAYLOAD,U,89077A,2024-03-25 13:13:45,380352,1.00263622,0.0006682,12.6607,356.0687,1.1782,150.2854,0,999,25244,0,-0.00000361,0,4244463,0 FLTSATCOM 8 (USA 46),1 20253U 89077A   24085.55121968 -.00000361  00000-0  00000+0 0  9999,2 20253  12.6607 356.0687 0006682   1.1782 150.2854  1.00263622252446,1989-077A,20253,42167.021,1436.214,35817.062,35760.709,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,41548,BREEZE-M DEB,DEBRIS,U,15075J,2024-03-25 13:13:29,74080,1.02194712,0.0361847,6.8384,63.7214,111.4821,252.5663,0,999,3052,0,-0.0000013,0,4247151,0 BREEZE-M DEB,1 41548U 15075J   24085.55103095 -.00000130  00000-0  00000+0 0  9991,2 41548   6.8384  63.7214 0361847 111.4821 252.5663  1.02194712 30529,2015-075J,41548,41634.136,1409.075,36762.520,33749.482,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,41548,BREEZE-M DEB,DEBRIS,U,15075J,2024-03-25 13:13:29,74080,1.02194712,0.0361847,6.8384,63.7214,111.4821,252.5663,0,999,3095,0,-0.0000013,0,4247357,0 BREEZE-M DEB,1 41548U 15075J   24085.55103095 -.00000130  00000-0  00000-0 0  9992,2 41548   6.8384  63.7214 0361847 111.4821 252.5663  1.02194712 30956,2015-075J,41548,41634.136,1409.075,36762.520,33749.482,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,23712,USA 115,PAYLOAD,U,95060A,2024-03-25 09:35:42,569664,1.00274279,0.0003309,13.7707,9.6233,337.0314,220.5629,0,999,2348,0,-0.00000013,0,4246182,0 USA 115,1 23712U 95060A   24085.39979826 -.00000013  00000-0  00000+0 0  9991,2 23712  13.7707   9.6233 0003309 337.0314 220.5629  1.00274279 23486,1995-060A,23712,42164.033,1436.061,35799.850,35771.946,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,23712,USA 115,PAYLOAD,U,95060A,2024-03-25 09:35:42,569664,1.00274279,0.0003309,13.7707,9.6233,337.0314,220.5629,0,999,2472,0,-0.00000013,0,4246985,0 USA 115,1 23712U 95060A   24085.39979826 -.00000013  00000-0  00000-0 0  9992,2 23712  13.7707   9.6233 0003309 337.0314 220.5629  1.00274279 24724,1995-060A,23712,42164.033,1436.061,35799.850,35771.946,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,8832,TITAN 3C TRANSTAGE DEB,DEBRIS,U,76023J,2024-03-25 06:26:51,762624,0.98259806,0.013796,20.1495,53.0017,73.9562,89.274,0,999,10959,0,-0.00000192,0,4244035,0 TITAN 3C TRANSTAGE DEB,1  8832U 76023J   24085.26865466 -.00000192  00000-0  00000+0 0  9993,2  8832  20.1495  53.0017 0137960  73.9562  89.2740  0.98259806109599,1976-023J,8832,42738.365,1465.503,36949.849,35770.612,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,8832,TITAN 3C TRANSTAGE DEB,DEBRIS,U,76023J,2024-03-25 06:26:51,762624,0.98259806,0.013796,20.1495,53.0017,73.9562,89.274,0,999,10960,0,-0.00000192,0,4245511,0 TITAN 3C TRANSTAGE DEB,1 08832U 76023J   24085.26865466 -.00000192  00000-0  00000-0 0  9994,2 08832  20.1495  53.0017 0137960  73.9562  89.2740  0.98259806109601,1976-023J,8832,42738.365,1465.503,36949.849,35770.612,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,41937,SBIRS GEO 4 (USA 273),PAYLOAD,U,17004A,2024-03-25 05:47:57,346944,1.00272175,0.0002405,1.4456,351.5678,11.0402,170.7495,0,999,2644,0,-0.00000143,0,4244058,0 SBIRS GEO 4 (USA 273),1 41937U 17004A   24085.24163596 -.00000143  00000-0  00000+0 0  9999,2 41937   1.4456 351.5678 0002405  11.0402 170.7495  1.00272175 26444,2017-004A,41937,42164.623,1436.091,35796.628,35776.347,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,41937,SBIRS GEO 4 (USA 273),PAYLOAD,U,17004A,2024-03-25 05:47:57,346944,1.00272175,0.0002405,1.4456,351.5678,11.0402,170.7495,0,999,2644,0,-0.00000143,0,4245511,0 SBIRS GEO 4 (USA 273),1 41937U 17004A   24085.24163596 -.00000143  00000-0  00000-0 0  9990,2 41937   1.4456 351.5678 0002405  11.0402 170.7495  1.00272175 26444,2017-004A,41937,42164.623,1436.091,35796.628,35776.347,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,29162,EUTE 113 WEST A(SATMEX 6,PAYLOAD,U,06020A,2024-03-25 05:37:09,162048,1.00277936,0.0003282,0.2622,97.0279,275.973,141.9684,0,999,6530,0,-0.00000039,0,4243494,0 EUTE 113 WEST A(SATMEX 6,1 29162U 06020A   24085.23413382 -.00000039  00000-0  00000+0 0  9995,2 29162   0.2622  97.0279 0003282 275.9730 141.9684  1.00277936 65308,2006-020A,29162,42163.008,1436.009,35798.711,35771.035,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,29162,EUTE 113 WEST A(SATMEX 6,PAYLOAD,U,06020A,2024-03-25 05:37:09,162048,1.00277936,0.0003282,0.2622,97.0279,275.973,141.9684,0,999,6531,0,-0.00000039,0,4245511,0 EUTE 113 WEST A(SATMEX 6,1 29162U 06020A   24085.23413382 -.00000039  00000-0  00000-0 0  9996,2 29162   0.2622  97.0279 0003282 275.9730 141.9684  1.00277936 65319,2006-020A,29162,42163.008,1436.009,35798.711,35771.035,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,38697,TITAN 3C TRANSTAGE DEB *,DEBRIS,U,68081X,2024-03-25 03:34:49,247904,1.01475398,0.0526246,3.7865,34.6483,11.2318,349.9916,0,999,6659,0,-0.00000034,0,4245416,0 TITAN 3C TRANSTAGE DEB *,1 38697U 68081X   24085.14918111 -.00000034  00000-0  00000+0 0  9998,2 38697   3.7865  34.6483 0526246  11.2318 349.9916  1.01475398 66598,1968-081X,38697,41830.655,1419.063,37653.842,33251.199,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,38697,TITAN 3C TRANSTAGE DEB *,DEBRIS,U,68081X,2024-03-25 03:34:49,247904,1.01475398,0.0526246,3.7865,34.6483,11.2318,349.9916,0,999,6660,0,-0.00000034,0,4245511,0 TITAN 3C TRANSTAGE DEB *,1 38697U 68081X   24085.14918111 -.00000034  00000-0  00000-0 0  9999,2 38697   3.7865  34.6483 0526246  11.2318 349.9916  1.01475398 66600,1968-081X,38697,41830.655,1419.063,37653.842,33251.199,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,38704,TITAN 3C TRANSTAGE DEB,DEBRIS,U,68081AE,2024-03-25 00:15:20,387232,1.02198806,0.0210185,2.2337,62.3241,214.7105,144.4609,0,999,6768,0,-0.00000179,0,4245511,0 TITAN 3C TRANSTAGE DEB,1 38704U 68081AE  24085.01065263 -.00000179  00000-0  00000-0 0  9995,2 38704   2.2337  62.3241 0210185 214.7105 144.4609  1.02198806 67686,1968-081AE,38704,41633.024,1409.018,36129.953,34379.826,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,41469,IRNSS 1G,PAYLOAD,U,16027A,2024-03-24 21:37:28,860672,1.00266724,0.0005489,3.2519,122.2793,299.4091,214.9664,0,999,2900,0,-0.00000332,0,4242801,0 IRNSS 1G,1 41469U 16027A   24084.90102848 -.00000332  00000-0  00000+0 0  9998,2 41469   3.2519 122.2793 0005489 299.4091 214.9664  1.00266724 29003,2016-027A,41469,42166.151,1436.169,35811.161,35764.871,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,41469,IRNSS 1G,PAYLOAD,U,16027A,2024-03-24 21:37:28,860672,1.00266724,0.0005489,3.2519,122.2793,299.4091,214.9664,0,999,2901,0,-0.00000332,0,4243115,0 IRNSS 1G,1 41469U 16027A   24084.90102848 -.00000332  00000-0  00000-0 0  9999,2 41469   3.2519 122.2793 0005489 299.4091 214.9664  1.00266724 29014,2016-027A,41469,42166.151,1436.169,35811.161,35764.871,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,20253,FLTSATCOM 8 (USA 46),PAYLOAD,U,89077A,2024-03-24 20:13:38,878176,1.00263984,0.000669,12.6609,356.0729,0.8597,254.897,0,999,25245,0,-0.00000363,0,4243115,0 FLTSATCOM 8 (USA 46),1 20253U 89077A   24084.84281109 -.00000363  00000-0  00000-0 0  9997,2 20253  12.6609 356.0729 0006690   0.8597 254.8970  1.00263984252456,1989-077A,20253,42166.919,1436.209,35816.994,35760.574,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,33436,ASTRA 1M,PAYLOAD,U,08057A,2024-03-24 18:24:57,570336,1.00273721,0.0002043,0.0319,92.0849,322.7546,63.2979,0,999,3757,0,0.0000012,0,4247357,0 ASTRA 1M,1 33436U 08057A   24084.76733299  .00000120  00000-0  00000-0 0  9996,2 33436   0.0319  92.0849 0002043 322.7546  63.2979  1.00273721 37575,2008-057A,33436,42164.189,1436.069,35794.668,35777.440,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,43162,SBIRS GEO 3 (USA 282),PAYLOAD,U,18009A,2024-03-24 13:10:18,777216,1.00273463,0.0001979,2.4638,332.5776,30.0031,218.0831,0,999,2267,0,0.00000125,0,4241711,0 SBIRS GEO 3 (USA 282),1 43162U 18009A   24084.54882844  .00000125  00000-0  00000+0 0  9992,2 43162   2.4638 332.5776 0001979  30.0031 218.0831  1.00273463 22673,2018-009A,43162,42164.262,1436.073,35794.471,35777.782,0
