COMMENT,ORIGINATOR,NORAD_CAT_ID,OBJECT_NAME,OBJECT_TYPE,CLASSIFICATION_TYPE,INTLDES,EPOCH,EPOCH_MICROSECONDS,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT,FILE,TLE_LINE0,TLE_LINE1,TLE_LINE2,OBJECT_ID,OBJECT_NUMBER,SEMIMAJOR_AXIS,PERIOD,APOGEE,PERIGEE,DECAYED
GENERATED VIA SPACETRACK.ORG API,18 SPCS,38699,TITAN 3C TRANSTAGE DEB,DEBRIS,U,68081Z,2024-03-27 03:59:39,587424,1.00853119,0.0098457,1.3392,340.8655,344.1199,120.8595,0,999,4368,0,0.00000122,0,4247956,0 TITAN 3C TRANSTAGE DEB,1 38699U 68081Z   24087.16643041  .00000122  00000-0  00000-0 0  9999,2 38699   1.3392 340.8655 0098457 344.1199 120.8595  1.00853119 43689,1968-081Z,38699,42002.546,1427.819,36037.956,35210.867,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,33436,ASTRA 1M,PAYLOAD,U,08057A,2024-03-27 03:11:42,582336,1.00275093,0.000223,0.0245,99.0385,321.4954,191.6473,0,999,5633,0,0.00000128,0,4247726,0 ASTRA 1M,1 33436U 08057A   24087.13313174  .00000128  00000-0  00000+0 0  9993,2 33436   0.0245  99.0385 0002230 321.4954 191.6473  1.00275093 56336,2008-057A,33436,42163.805,1436.050,35795.072,35776.267,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,33436,ASTRA 1M,PAYLOAD,U,08057A,2024-03-27 03:11:42,582336,1.00275093,0.000223,0.0245,99.0385,321.4954,191.6473,0,999,3759,0,0.00000128,0,4247956,0 ASTRA 1M,1 33436U 08057A   24087.13313174  .00000128  00000-0  00000-0 0  9994,2 33436   0.0245  99.0385 0002230 321.4954 191.6473  1.00275093 37593,2008-057A,33436,42163.805,1436.050,35795.072,35776.267,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,42915,TDRS 13,PAYLOAD,U,17047A,2024-03-27 02:58:30,435168,1.0027262,0.0015078,3.7101,342.9171,105.4585,129.7744,0,999,2420,0,-0.00000095,0,4247956,0 TDRS 13,1 42915U 17047A   24087.12396337 -.00000095  00000-0  00000-0 0  9990,2 42915   3.7101 342.9171 0015078 105.4585 129.7744  1.00272620 24203,2017-047A,42915,42164.498,1436.085,35849.939,35722.787,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,38697,TITAN 3C TRANSTAGE DEB *,DEBRIS,U,68081X,2024-03-27 02:53:56,840064,1.01477993,0.0542365,3.7893,34.6773,13.0292,348.361,0,999,6662,0,0.00000029,0,4247956,0 TITAN 3C TRANSTAGE DEB *,1 38697U 68081X   24087.12079676  .00000029  00000-0  00000-0 0  9996,2 38697   3.7893  34.6773 0542365  13.0292 348.3610  1.01477993 66623,1968-081X,38697,41829.942,1419.027,37720.517,33183.097,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,38697,TITAN 3C TRANSTAGE DEB *,DEBRIS,U,68081X,2024-03-27 02:53:56,840064,1.01477993,0.0542365,3.7893,34.6773,13.0292,348.361,0,999,6661,0,0.00000029,0,4248258,0 TITAN 3C TRANSTAGE DEB *,1 38697U 68081X   24087.12079676  .00000029  00000-0  00000+0 0  9995,2 38697   3.7893  34.6773 0542365  13.0292 348.3610  1.01477993 66612,1968-081X,38697,41829.942,1419.027,37720.517,33183.097,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,33373,NIMIQ 4,PAYLOAD,U,08044A,2024-03-27 02:38:19,915872,1.00272639,0.0001968,0.0224,125.4764,232.485,144.6315,0,999,5684,0,-0.00000212,0,4247956,0 NIMIQ 4,1 33373U 08044A   24087.10995273 -.00000212  00000-0  00000-0 0  9998,2 33373   0.0224 125.4764 0001968 232.4850 144.6315  1.00272639 56843,2008-044A,33373,42164.493,1436.085,35794.656,35778.060,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,44066,S5 DEB,DEBRIS,U,19009E,2024-03-27 01:54:56,263104,0.98984131,0.0003716,4.4968,80.4846,204.8249,155.4346,0,999,1832,0,0.00000072,0,4247956,0 S5 DEB,1 44066U 19009E   24087.07981786  .00000072  00000-0  00000-0 0  9995,2 44066   4.4968  80.4846 0003716 204.8249 155.4346  0.98984131 18324,2019-009E,44066,42529.616,1454.779,36167.285,36135.677,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,29162,EUTE 113 WEST A(SATMEX 6,PAYLOAD,U,06020A,2024-03-27 00:46:10,632864,1.0011665,0.0012133,0.2628,96.8352,159.2956,186.8373,0,999,6532,0,-0.00000004,0,4247956,0 EUTE 113 WEST A(SATMEX 6,1 29162U 06020A   24087.03206751 -.00000004  00000-0  00000-0 0  9998,2 29162   0.2628  96.8352 0012133 159.2956 186.8373  1.00116650 65322,2006-020A,29162,42208.278,1438.322,35881.354,35778.932,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,22787,UFO 2 (USA 95),PAYLOAD,U,93056A,2024-03-26 23:51:20,214144,1.00271792,0.0004992,11.6339,7.7888,19.948,183.6675,0,999,11051,0,0.00000135,0,4247498,0 UFO 2 (USA 95),1 22787U 93056A   24086.99398396  .00000135  00000-0  00000+0 0  9993,2 22787  11.6339   7.7888 0004992  19.9480 183.6675  1.00271792110517,1993-056A,22787,42164.730,1436.097,35807.644,35765.546,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,22787,UFO 2 (USA 95),PAYLOAD,U,93056A,2024-03-26 23:51:20,214144,1.00271792,0.0004992,11.6339,7.7888,19.948,183.6675,0,999,11040,0,0.00000134,0,4247956,0 UFO 2 (USA 95),1 22787U 93056A   24086.99398396  .00000134  00000-0  00000-0 0  9993,2 22787  11.6339   7.7888 0004992  19.9480 183.6675  1.00271792110405,1993-056A,22787,42164.730,1436.097,35807.644,35765.546,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,38704,TITAN 3C TRANSTAGE DEB,DEBRIS,U,68081AE,2024-03-26 23:13:05,300544,1.0219914,0.0210188,2.2382,62.354,214.7158,144.3672,0,999,6770,0,-0.00000228,0,4247956,0 TITAN 3C TRANSTAGE DEB,1 38704U 68081AE  24086.96742246 -.00000228  00000-0  00000-0 0  9998,2 38704   2.2382  62.3540 0210188 214.7158 144.3672  1.02199140 67703,1968-081AE,38704,41632.934,1409.014,36129.873,34379.724,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,43453,TITAN 3C TRANSTAGE DEB,DEBRIS,U,69013L,2024-03-26 22:44:06,735552,1.07406175,0.0768704,1.7034,231.4267,213.7578,140.509,0,999,2331,0,-0.00000164,0,4248127,0 TITAN 3C TRANSTAGE DEB,1 43453U 69013L   24086.94730018 -.00000164  00000-0  00000+0 0  9991,2 43453   1.7034 231.4267 0768704 213.7578 140.5090  1.07406175 23315,1969-013L,43453,40276.248,1340.705,36994.164,30802.062,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,43453,TITAN 3C TRANSTAGE DEB,DEBRIS,U,69013L,2024-03-26 22:44:06,735552,1.07406175,0.0768704,1.7034,231.4267,213.7578,140.509,0,999,2331,0,-0.00000164,0,4248304,0 TITAN 3C TRANSTAGE DEB,1 43453U 69013L   24086.94730018 -.00000164  00000-0  00000-0 0  9992,2 43453   1.7034 231.4267 0768704 213.7578 140.5090  1.07406175 23315,1969-013L,43453,40276.248,1340.705,36994.164,30802.062,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,42915,TDRS 13,PAYLOAD,U,17047A,2024-03-26 21:49:15,231648,1.00272634,0.001506,3.7103,342.9136,105.461,52.2497,0,999,2423,0,-0.00000096,0,4247506,0 TDRS 13,1 42915U 17047A   24086.90920407 -.00000096  00000-0  00000+0 0  9996,2 42915   3.7103 342.9136 0015060 105.4610  52.2497  1.00272634 24239,2017-047A,42915,42164.494,1436.085,35849.859,35722.859,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,33373,NIMIQ 4,PAYLOAD,U,08044A,2024-03-26 21:28:57,194688,1.00272692,0.0001973,0.0218,127.0902,230.6035,67.342,0,999,5669,0,-0.00000213,0,4247420,0 NIMIQ 4,1 33373U 08044A   24086.89510642 -.00000213  00000-0  00000+0 0  9996,2 33373   0.0218 127.0902 0001973 230.6035  67.3420  1.00272692 56699,2008-044A,33373,42164.478,1436.084,35794.662,35778.024,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,20253,FLTSATCOM 8 (USA 46),PAYLOAD,U,89077A,2024-03-26 20:42:43,580160,1.00262947,0.0006684,12.6603,356.0611,1.5253,263.4372,0,999,25247,0,-0.00000359,0,4247357,0 FLTSATCOM 8 (USA 46),1 20253U 89077A   24086.86300440 -.00000359  00000-0  00000-0 0  9996,2 20253  12.6603 356.0611 0006684   1.5253 263.4372  1.00262947252472,1989-077A,20253,42167.210,1436.223,35817.259,35760.890,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,41469,IRNSS 1G,PAYLOAD,U,16027A,2024-03-26 20:33:40,365216,1.00265716,0.0005529,3.2561,122.1962,299.7896,200.6049,0,999,2903,0,-0.00000326,0,4247357,0 IRNSS 1G,1 41469U 16027A   24086.85671719 -.00000326  00000-0  00000-0 0  9996,2 41469   3.2561 122.1962 0005529 299.7896 200.6049  1.00265716 29030,2016-027A,41469,42166.433,1436.184,35811.612,35764.985,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,41384,IRNSS 1F,PAYLOAD,U,16015A,2024-03-26 20:31:35,732352,1.00276889,0.0019272,3.376,120.9371,192.0309,212.234,0,999,2952,0,0.00000168,0,4247357,0 IRNSS 1F,1 41384U 16015A   24086.85527468  .00000168  00000-0  00000-0 0  9993,2 41384   3.3760 120.9371 0019272 192.0309 212.2340  1.00276889 29522,2016-015A,41384,42163.301,1436.024,35866.423,35703.909,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,22787,UFO 2 (USA 95),PAYLOAD,U,93056A,2024-03-26 20:27:59,948352,1.0027171,0.0005012,11.6339,7.7892,19.9266,132.715,0,999,11040,0,0.00000134,0,4247357,0 UFO 2 (USA 95),1 22787U 93056A   24086.85277718  .00000134  00000-0  00000-0 0  9992,2 22787  11.6339   7.7892 0005012  19.9266 132.7150  1.00271710110409,1993-056A,22787,42164.753,1436.098,35807.751,35765.485,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,44479,AMOS 17,PAYLOAD,U,19050A,2024-03-26 20:14:26,953728,1.00274307,0.0001699,0.0245,110.7413,281.8854,112.7344,0,999,1704,0,0.00000116,0,4247357,0 AMOS 17,1 44479U 19050A   24086.84336752  .00000116  00000-0  00000-0 0  9999,2 44479   0.0245 110.7413 0001699 281.8854 112.7344  1.00274307 17047,2019-050A,44479,42164.025,1436.061,35793.054,35778.726,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,8832,TITAN 3C TRANSTAGE DEB,DEBRIS,U,76023J,2024-03-26 19:47:34,524096,0.98259324,0.0138004,20.1531,52.982,73.9858,279.6966,0,999,10961,0,-0.00000134,0,4247956,0 TITAN 3C TRANSTAGE DEB,1 08832U 76023J   24086.82470514 -.00000134  00000-0  00000-0 0  9999,2 08832  20.1531  52.9820 0138004  73.9858 279.6966  0.98259324109611,1976-023J,8832,42738.505,1465.510,36950.178,35770.562,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,22988,USA 99,PAYLOAD,U,94009A,2024-03-26 19:43:41,441952,1.00274662,0.0003217,16.3825,36.3094,320.8171,33.547,0,999,2350,0,-0.00000187,0,4247363,0 USA 99,1 22988U 94009A   24086.82200743 -.00000187  00000-0  00000+0 0  9993,2 22988  16.3825  36.3094 0003217 320.8171  33.5470  1.00274662 23506,1994-009A,22988,42163.925,1436.056,35799.355,35772.226,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,25001,TITAN 3C TRANSTAGE DEB,DEBRIS,U,68081H,2024-03-26 17:40:39,38880,1.01693272,0.007034,1.0195,349.5413,39.0659,262.6579,0,999,11005,0,0.00000028,0,4247459,0 TITAN 3C TRANSTAGE DEB,1 25001U 68081H   24086.73656295  .00000028  00000-0  00000+0 0  9993,2 25001   1.0195 349.5413 0070340  39.0659 262.6579  1.01693272110056,1968-081H,25001,41770.887,1416.023,35686.568,35098.935,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,43454,TITAN 3C TRANSTAGE DEB,DEBRIS,U,69013M,2024-03-26 17:35:26,295936,1.02843387,0.0561373,1.4192,245.483,214.0681,141.2441,0,999,2227,0,-0.00000006,0,4247956,0 TITAN 3C TRANSTAGE DEB,1 43454U 69013M   24086.73294324 -.00000006  00000-0  00000-0 0  9990,2 43454   1.4192 245.4830 0561373 214.0681 141.2441  1.02843387 22278,1969-013M,43454,41458.883,1400.187,37408.137,32753.358,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,44307,YAMAL 601,PAYLOAD,U,19031A,2024-03-26 15:14:09,614400,1.00272555,0.0002324,0.0111,180.1975,182.1543,99.734,0,999,1776,0,0.00000126,0,4247357,0 YAMAL 601,1 44307U 19031A   24086.63483350  .00000126  00000-0  00000-0 0  9993,2 44307   0.0111 180.1975 0002324 182.1543  99.7340  1.00272555 17769,2019-031A,44307,42164.516,1436.086,35796.180,35776.582,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,41937,SBIRS GEO 4 (USA 273),PAYLOAD,U,17004A,2024-03-26 15:13:59,224800,1.00272212,0.0002421,1.4452,351.6557,10.549,314.038,0,999,2645,0,-0.00000138,0,4246985,0 SBIRS GEO 4 (USA 273),1 41937U 17004A   24086.63471325 -.00000138  00000-0  00000-0 0  9990,2 41937   1.4452 351.6557 0002421  10.5490 314.0380  1.00272212 26455,2017-004A,41937,42164.612,1436.091,35796.685,35776.269,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,20253,FLTSATCOM 8 (USA 46),PAYLOAD,U,89077A,2024-03-26 15:05:59,87904,1.0026307,0.0006681,12.6603,356.0624,1.466,179.0874,0,999,25247,0,-0.0000036,0,4246985,0 FLTSATCOM 8 (USA 46),1 20253U 89077A   24086.62915611 -.00000360  00000-0  00000-0 0  9994,2 20253  12.6603 356.0624 0006681   1.4660 179.0874  1.00263070252471,1989-077A,20253,42167.175,1436.222,35817.212,35760.868,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,42749,ECHOSTAR 21,PAYLOAD,U,17032A,2024-03-26 15:03:00,444672,1.00275028,0.0002437,2.6823,318.115,49.497,52.9596,0,999,2496,0,0.00000069,0,4247357,0 ECHOSTAR 21,1 42749U 17032A   24086.62708848  .00000069  00000-0  00000-0 0  9997,2 42749   2.6823 318.1150 0002437  49.4970  52.9596  1.00275028 24969,2017-032A,42749,42163.823,1436.050,35795.963,35775.413,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,41469,IRNSS 1G,PAYLOAD,U,16027A,2024-03-26 13:58:15,757248,1.0026586,0.0005533,3.2555,122.2075,299.8994,101.3664,0,999,2902,0,-0.00000327,0,4246736,0 IRNSS 1G,1 41469U 16027A   24086.58212682 -.00000327  00000-0  00000+0 0  9996,2 41469   3.2555 122.2075 0005533 299.8994 101.3664  1.00265860 29023,2016-027A,41469,42166.393,1436.182,35811.589,35764.927,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,20253,FLTSATCOM 8 (USA 46),PAYLOAD,U,89077A,2024-03-26 13:52:39,758880,1.00263096,0.0006681,12.6604,356.0627,1.474,160.7,0,999,25245,0,-0.0000036,0,4246508,0 FLTSATCOM 8 (USA 46),1 20253U 89077A   24086.57823795 -.00000360  00000-0  00000+0 0  9998,2 20253  12.6604 356.0627 0006681   1.4740 160.7000  1.00263096252458,1989-077A,20253,42167.168,1436.221,35817.205,35760.861,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,43162,SBIRS GEO 3 (USA 282),PAYLOAD,U,18009A,2024-03-26 13:51:51,735168,1.00273245,0.0001992,2.4615,332.6385,33.2784,227.1376,0,999,2269,0,0.00000132,0,4247357,0 SBIRS GEO 3 (USA 282),1 43162U 18009A   24086.57768212  .00000132  00000-0  00000-0 0  9998,2 43162   2.4615 332.6385 0001992  33.2784 227.1376  1.00273245 22695,2018-009A,43162,42164.323,1436.076,35794.587,35777.789,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,28945,SPAINSAT,PAYLOAD,U,06007A,2024-03-26 13:41:58,550784,1.00271655,0.000279,0.0391,243.8126,117.9151,358.2671,0,999,6606,0,-0.0000021,0,4247837,0 SPAINSAT,1 28945U 06007A   24086.57081656 -.00000210  00000-0  00000+0 0  9992,2 28945   0.0391 243.8126 0002790 117.9151 358.2671  1.00271655 66069,2006-007A,28945,42164.768,1436.099,35798.397,35774.869,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,28945,SPAINSAT,PAYLOAD,U,06007A,2024-03-26 13:41:58,550784,1.00271655,0.000279,0.0391,243.8126,117.9151,358.2671,0,999,6607,0,-0.00000209,0,4247956,0 SPAINSAT,1 28945U 06007A   24086.57081656 -.00000209  00000-0  00000-0 0  9991,2 28945   0.0391 243.8126 0002790 117.9151 358.2671  1.00271655 66070,2006-007A,28945,42164.768,1436.099,35798.397,35774.869,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,22988,USA 99,PAYLOAD,U,94009A,2024-03-26 12:55:30,60768,1.00274772,0.000325,16.3821,36.3124,321.6729,290.3601,0,999,2481,0,-0.00000187,0,4246985,0 USA 99,1 22988U 94009A   24086.53854237 -.00000187  00000-0  00000-0 0  9995,2 22988  16.3821  36.3124 0003250 321.6729 290.3601  1.00274772 24817,1994-009A,22988,42163.895,1436.054,35799.463,35772.056,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,29162,EUTE 113 WEST A(SATMEX 6,PAYLOAD,U,06020A,2024-03-26 12:48:42,663168,1.00066088,0.0015261,0.2639,96.9094,345.5701,181.3292,0,999,6531,0,-0.00000002,0,4247517,0 EUTE 113 WEST A(SATMEX 6,1 29162U 06020A   24086.53382712 -.00000002  00000-0  00000+0 0  9991,2 29162   0.2639  96.9094 0015261 345.5701 181.3292  1.00066088 65319,2006-020A,29162,42222.495,1439.049,35908.796,35779.924,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,29162,EUTE 113 WEST A(SATMEX 6,PAYLOAD,U,06020A,2024-03-26 12:48:42,663168,1.00278059,0.0003293,0.2657,96.9259,277.3682,249.8745,0,999,6531,0,-0.00000035,0,4247779,0 EUTE 113 WEST A(SATMEX 6,1 29162U 06020A   24086.53382712 -.00000035  00000-0  00000+0 0  9997,2 29162   0.2657  96.9259 0003293 277.3682 249.8745  1.00278059 65310,2006-020A,29162,42162.973,1436.007,35798.722,35770.954,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,41937,SBIRS GEO 4 (USA 273),PAYLOAD,U,17004A,2024-03-26 12:45:55,322784,1.00272217,0.0002418,1.445,351.6499,10.8229,276.6521,0,999,2645,0,-0.00000139,0,4246296,0 SBIRS GEO 4 (USA 273),1 41937U 17004A   24086.53189031 -.00000139  00000-0  00000+0 0  9999,2 41937   1.4450 351.6499 0002418  10.8229 276.6521  1.00272217 26452,2017-004A,41937,42164.611,1436.091,35796.671,35776.280,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,41548,BREEZE-M DEB,DEBRIS,U,15075J,2024-03-26 12:42:25,897824,1.02195144,0.0361855,6.8408,63.713,111.5098,252.5218,0,999,3096,0,-0.00000173,0,4247956,0 BREEZE-M DEB,1 41548U 15075J   24086.52946641 -.00000173  00000-0  00000-0 0  9999,2 41548   6.8408  63.7130 0361855 111.5098 252.5218  1.02195144 30963,2015-075J,41548,41634.019,1409.069,36762.432,33749.336,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,33373,NIMIQ 4,PAYLOAD,U,08044A,2024-03-26 12:24:42,729408,1.00272793,0.0001991,0.0209,128.1375,228.1361,292.3283,0,999,5683,0,-0.00000214,0,4247357,0 NIMIQ 4,1 33373U 08044A   24086.51716122 -.00000214  00000-0  00000-0 0  9998,2 33373   0.0209 128.1375 0001991 228.1361 292.3283  1.00272793 56834,2008-044A,33373,42164.449,1436.082,35794.709,35777.919,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,23712,USA 115,PAYLOAD,U,95060A,2024-03-26 10:15:42,828192,1.00274431,0.0003265,13.7711,9.6155,339.0488,229.5739,0,999,2349,0,-0.00000011,0,4247025,0 USA 115,1 23712U 95060A   24086.42757903 -.00000011  00000-0  00000+0 0  9994,2 23712  13.7711   9.6155 0003265 339.0488 229.5739  1.00274431 23491,1995-060A,23712,42163.990,1436.059,35799.622,35772.089,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,23712,USA 115,PAYLOAD,U,95060A,2024-03-26 10:15:42,828192,1.00274431,0.0003265,13.7711,9.6155,339.0488,229.5739,0,999,2473,0,-0.00000011,0,4247357,0 USA 115,1 23712U 95060A   24086.42757903 -.00000011  00000-0  00000-0 0  9995,2 23712  13.7711   9.6155 0003265 339.0488 229.5739  1.00274431 24739,1995-060A,23712,42163.990,1436.059,35799.622,35772.089,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,42915,TDRS 13,PAYLOAD,U,17047A,2024-03-26 09:47:26,10816,1.00272637,0.0014996,3.7107,342.9045,105.4057,231.364,0,999,2419,0,-0.00000097,0,4247357,0 TDRS 13,1 42915U 17047A   24086.40793994 -.00000097  00000-0  00000-0 0  9992,2 42915   3.7107 342.9045 0014996 105.4057 231.3640  1.00272637 24192,2017-047A,42915,42164.493,1436.085,35849.588,35723.128,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,25001,TITAN 3C TRANSTAGE DEB,DEBRIS,U,68081H,2024-03-26 09:05:04,670592,1.01693302,0.0070313,1.0197,349.4967,39.0704,131.6278,0,999,11005,0,0.00000035,0,4247357,0 TITAN 3C TRANSTAGE DEB,1 25001U 68081H   24086.37852628  .00000035  00000-0  00000-0 0  9990,2 25001   1.0197 349.4967 0070313  39.0704 131.6278  1.01693302110057,1968-081H,25001,41770.878,1416.022,35686.447,35099.040,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,29162,EUTE 113 WEST A(SATMEX 6,PAYLOAD,U,06020A,2024-03-26 08:34:42,874752,1.00278045,0.000329,0.2652,96.9349,277.2879,186.2689,0,999,6531,0,-0.00000036,0,4247207,0 EUTE 113 WEST A(SATMEX 6,1 29162U 06020A   24086.35744068 -.00000036  00000-0  00000+0 0  9994,2 29162   0.2652  96.9349 0003290 277.2879 186.2689  1.00278045 65315,2006-020A,29162,42162.977,1436.007,35798.714,35770.971,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,29162,EUTE 113 WEST A(SATMEX 6,PAYLOAD,U,06020A,2024-03-26 08:34:42,874752,1.00278045,0.000329,0.2652,96.9349,277.2879,186.2689,0,999,6532,0,-0.00000035,0,4247357,0 EUTE 113 WEST A(SATMEX 6,1 29162U 06020A   24086.35744068 -.00000035  00000-0  00000-0 0  9994,2 29162   0.2652  96.9349 0003290 277.2879 186.2689  1.00278045 65326,2006-020A,29162,42162.977,1436.007,35798.714,35770.971,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,8832,TITAN 3C TRANSTAGE DEB,DEBRIS,U,76023J,2024-03-26 08:16:12,902592,0.98259488,0.0137991,20.152,52.988,73.9786,109.8658,0,999,10961,0,-0.00000152,0,4247357,0 TITAN 3C TRANSTAGE DEB,1 08832U 76023J   24086.34459378 -.00000152  00000-0  00000-0 0  9991,2 08832  20.1520  52.9880 0137991  73.9786 109.8658  0.98259488109612,1976-023J,8832,42738.457,1465.507,36950.075,35770.570,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,25967,UFO 10 (USA 146),PAYLOAD,U,99063A,2024-03-26 04:34:54,241248,1.00272702,0.0002712,9.4274,30.9935,291.7141,267.3386,0,999,8918,0,-0.00000179,0,4247315,0 UFO 10 (USA 146),1 25967U 99063A   24086.19090557 -.00000179  00000-0  00000+0 0  9999,2 25967   9.4274  30.9935 0002712 291.7141 267.3386  1.00272702 89185,1999-063A,25967,42164.475,1436.084,35797.775,35774.905,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,25967,UFO 10 (USA 146),PAYLOAD,U,99063A,2024-03-26 04:34:54,241248,1.00272702,0.0002712,9.4274,30.9935,291.7141,267.3386,0,999,8919,0,-0.00000178,0,4247357,0 UFO 10 (USA 146),1 25967U 99063A   24086.19090557 -.00000178  00000-0  00000-0 0  9999,2 25967   9.4274  30.9935 0002712 291.7141 267.3386  1.00272702 89196,1999-063A,25967,42164.475,1436.084,35797.775,35774.905,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,25001,TITAN 3C TRANSTAGE DEB,DEBRIS,U,68081H,2024-03-26 03:55:25,834080,1.01693253,0.0070311,1.0198,349.4689,39.088,52.9156,0,999,11004,0,0.00000038,0,4247120,0 TITAN 3C TRANSTAGE DEB,1 25001U 68081H   24086.16349345  .00000038  00000-0  00000+0 0  9996,2 25001   1.0198 349.4689 0070311  39.0880  52.9156  1.01693253110046,1968-081H,25001,41770.892,1416.023,35686.452,35099.062,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,38699,TITAN 3C TRANSTAGE DEB,DEBRIS,U,68081Z,2024-03-26 02:12:32,936832,1.00852598,0.0098533,1.3403,340.7677,344.1279,90.8643,0,999,5193,0,0.00000123,0,4247197,0 TITAN 3C TRANSTAGE DEB,1 38699U 68081Z   24086.09204788  .00000123  00000-0  00000+0 0  9991,2 38699   1.3403 340.7677 0098533 344.1279  90.8643  1.00852598 51936,1968-081Z,38699,42002.691,1427.826,36038.421,35210.691,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,38699,TITAN 3C TRANSTAGE DEB,DEBRIS,U,68081Z,2024-03-26 02:12:32,936832,1.00852598,0.0098533,1.3403,340.7677,344.1279,90.8643,0,999,4367,0,0.00000123,0,4247357,0 TITAN 3C TRANSTAGE DEB,1 38699U 68081Z   24086.09204788  .00000123  00000-0  00000-0 0  9992,2 38699   1.3403 340.7677 0098533 344.1279  90.8643  1.00852598 43678,1968-081Z,38699,42002.691,1427.826,36038.421,35210.691,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,44066,S5 DEB,DEBRIS,U,19009E,2024-03-26 01:40:19,202880,0.98983814,0.0003775,4.4941,80.4959,204.68,155.602,0,999,1831,0,0.00000075,0,4246234,0 S5 DEB,1 44066U 19009E   24086.06966670  .00000075  00000-0  00000+0 0  9990,2 44066   4.4941  80.4959 0003775 204.6800 155.6020  0.98983814 18313,2019-009E,44066,42529.706,1454.783,36167.626,36135.517,0
GENERATED VIA SPACETRACK.ORG API,18 SPCS,44066,S5 DEB,DEBRIS,U,19009E,2024-03-26 01:40:19,202880,0.98983814,0.0003775,4.4941,80.4959,204.68,155.602,0,999,1831,0,0.00000075,0,4246985,0 S5 DEB,1 44066U 19009E   24086.06966670  .00000075  00000-0  00000-0 0  9991,2 44066   4.4941  80.4959 0003775 204.6800 155.6020  0.98983814 18313,2019-009E,44066,42529.706,1454.783,36167.626,36135.517,0
